STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT312,Linz-Wels,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2020,,84.05,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT312,Linz-Wels,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2019,,84.37,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT312,Linz-Wels,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2022,,84.0495477882909,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT341,Bludenz-Bregenzer Wald,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2021,,0.984251968503937,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT341,Bludenz-Bregenzer Wald,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2020,,1.01936799184506,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT341,Bludenz-Bregenzer Wald,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2019,,2.06185567010309,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT11,Burgenland,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2019,,1.79,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT11,Burgenland,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2022,,3.26950023353573,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT11,Burgenland,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2021,,2.67857142857143,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT311,Innviertel,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2020,,0.673854447439353,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT311,Innviertel,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2019,,3.23206205559147,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT311,Innviertel,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2022,,3.26370757180157,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT32,Salzburg,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2020,,2.08,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT32,Salzburg,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2019,,1.56,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT32,Salzburg,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2022,,1.65046763249587,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT111,Mittelburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT111,Mittelburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT213,Unterkärnten,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2020,,83.66,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT213,Unterkärnten,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2019,,84.49,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT213,Unterkärnten,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2022,,83.5873551100407,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT315,Traunviertel,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2020,,2.17391304347826,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT315,Traunviertel,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2019,,2.0772746157042,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT315,Traunviertel,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2022,,2.67737617135207,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT334,Tiroler Oberland,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2021,,3.45423143350604,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT334,Tiroler Oberland,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2020,,1.7825311942959,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT334,Tiroler Oberland,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2019,,1.77619893428064,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT225,West- und Südsteiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,10.717,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT225,West- und Südsteiermark,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,11.181,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT333,Osttirol,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,10.033,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT333,Osttirol,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,9.702,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT130,Vienna,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2020,,77.84,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT130,Vienna,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2019,,78.56,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT130,Vienna,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2022,,78.0416944380098,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT126,Wiener Umland/Nordteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,0.222,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT126,Wiener Umland/Nordteil,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.429,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT221,Graz,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,F,Female,DT_10P3BR_L,Deaths per 1 000 live births,2019,,2.29568411386593,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT221,Graz,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,F,Female,DT_10P3BR_L,Deaths per 1 000 live births,2022,,0.960153624579933,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT221,Graz,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,F,Female,DT_10P3BR_L,Deaths per 1 000 live births,2021,,4.47828034034931,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT223,Östliche Obersteiermark,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,F,Female,DT_10P3BR_L,Deaths per 1 000 live births,2021,,1.71232876712329,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT223,Östliche Obersteiermark,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,F,Female,DT_10P3BR_L,Deaths per 1 000 live births,2020,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT223,Östliche Obersteiermark,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,F,Female,DT_10P3BR_L,Deaths per 1 000 live births,2019,,1.78890876565295,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,_T,Total,Y,Years,2020,,83.2,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,_T,Total,Y,Years,2019,,82.9,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,_T,Total,Y,Years,2022,,83.2,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT112,Nordburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,10.871,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT112,Nordburgenland,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,10.794,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT121,Mostviertel-Eisenwurzen,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2020,,4.13223140495868,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT121,Mostviertel-Eisenwurzen,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2019,,2.39425379090184,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT121,Mostviertel-Eisenwurzen,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2022,,2.37906423473434,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,6.24,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT221,Graz,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2020,,3.43800137520055,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT221,Graz,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2019,,3.6036036036036,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT221,Graz,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,2022,,1.62450684613599,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT34,Vorarlberg,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2020,,1.83,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT34,Vorarlberg,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2019,,3.6,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AT34,Vorarlberg,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2022,,1.92122958693564,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,0.323,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.272,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT331,Außerfern,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT331,Außerfern,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,0,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2019,,79.7,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2022,,80.1,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2021,,80.2,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_STATUS(2.0),Health status - Regions,I,A,Annual,TL3,TL3,AT313,Mühlviertel,_Z,Not applicable,MORT_INFANT,Infant mortality rate,Y_LT1,Less than 1 years,M,Male,DT_10P3BR_L,Deaths per 1 000 live births,2021,,0.893655049151028,,AUT,Austria,A,Normal value,0,Units,2,Two
