STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,11.33,11.33,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,11.26,11.26,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,4.583,4.583,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,3.937,3.937,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,5.175,5.175,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,M,Male,10P3HB,Per 1 000 inhabitants,2019,,6.17,6.17,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,M,Male,10P3HB,Per 1 000 inhabitants,2020,,6.02,6.02,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,H_DISCHARGE_T,Hospital discharges,_Z,Not applicable,_Z,Not applicable,DSC,Discharges,2019,,319762,319762,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,H_DISCHARGE_T,Hospital discharges,_Z,Not applicable,_Z,Not applicable,DSC,Discharges,2020,,310457,310457,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,MORT_ICDI_CRUDE_RATIO,Circulatory system diseases mortality crude rate,_T,Total,_T,Total,10P5HB,Per 100 000 inhabitants,2019,,166.4,166.4,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,MORT_ICDI_CRUDE_RATIO,Circulatory system diseases mortality crude rate,_T,Total,_T,Total,10P5HB,Per 100 000 inhabitants,2020,,136.7,136.7,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,6.5,6.5,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2022,,76.1,76.1,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2019,,77,77,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2020,,77.4,77.4,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.249,0.249,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,0.209,0.209,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,MORT_ICDI_CRUDE_RATIO,Circulatory system diseases mortality crude rate,_T,Total,_T,Total,10P5HB,Per 100 000 inhabitants,2019,,135.5,135.5,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,MORT_ICDI_CRUDE_RATIO,Circulatory system diseases mortality crude rate,_T,Total,_T,Total,10P5HB,Per 100 000 inhabitants,2020,,121,121,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,PM25_POP_EXP,Population exposure to PM2.5,_Z,Not applicable,_Z,Not applicable,MCG_M3,Microgrammes per cubic metre,2019,,9.4,9.4,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,PM25_POP_EXP,Population exposure to PM2.5,_Z,Not applicable,_Z,Not applicable,MCG_M3,Microgrammes per cubic metre,2019,,6.7,6.7,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2022,,85.4,85.4,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2019,,85.3,85.3,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2020,,85.6,85.6,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,F,Female,10P3HB,Per 1 000 inhabitants,2019,,6.52,6.52,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,F,Female,10P3HB,Per 1 000 inhabitants,2020,,6.12,6.12,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,H_DISCHARGE_T,Hospital discharges,_Z,Not applicable,_Z,Not applicable,DSC,Discharges,2019,,980896,980896,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,H_DISCHARGE_T,Hospital discharges,_Z,Not applicable,_Z,Not applicable,DSC,Discharges,2020,,965559,965559,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,PS,Persons,2019,,9844,9844,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,PS,Persons,2020,,10140,10140,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2022,,80.1,80.1,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2019,,79.7,79.7,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2020,,79.9,79.9,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.272,0.272,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2020,,81.5,81.5,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU2,Victoria,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,12.59,12.59,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU2,Victoria,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,12.63,12.63,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,DOC,Active physicians,_T,Total,_T,Total,PS,Persons,2019,,21041,21041,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,DOC,Active physicians,_T,Total,_T,Total,PS,Persons,2020,,21785,21785,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,8.383,8.383,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,7.849,7.849,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,8.128,8.128,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,8.751,8.751,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,13.77,13.77,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,13.71,13.71,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,PS,Persons,2019,,7605,7605,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,NURSES_P,Practising nurses,_T,Total,_T,Total,PS,Persons,2020,,7726,7726,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,M,Male,10P3HB,Per 1 000 inhabitants,2019,,6.03,6.03,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,M,Male,10P3HB,Per 1 000 inhabitants,2020,,5.73,5.73,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,0.274,0.274,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,0.262,0.262,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,MORT_ICDJ_CRUDE_RATIO,Respiratory system diseases mortality crude rate,_T,Total,_T,Total,10P5HB,Per 100 000 inhabitants,2019,,56.2,56.2,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,MORT_ICDJ_CRUDE_RATIO,Respiratory system diseases mortality crude rate,_T,Total,_T,Total,10P5HB,Per 100 000 inhabitants,2020,,40.4,40.4,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2019,,0.313,0.313,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,MORT_CRUDE_RATIO,Crude mortality rate,Y_LT15,Less than 15 years,_T,Total,10P3HB,Per 1 000 inhabitants,2020,,0.276,0.276,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,M,Male,10P3HB,Per 1 000 inhabitants,2019,,5.05,5.05,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,MORT_STANDARD_RATIO,Age-adjusted mortality rate,_T,Total,M,Male,10P3HB,Per 1 000 inhabitants,2020,,5.32,5.32,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_HEALTH(2.0),Health statistics - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,MORT_ICDJ_CRUDE_RATIO,Respiratory system diseases mortality crude rate,_T,Total,_T,Total,10P5HB,Per 100 000 inhabitants,2019,,42,42,AUS,Australia,A,Normal value,0,Units,2,Two
